perturbation,sentence,helpful_words
10-original-asymmetric_premise,"B is A's doctor, so A takes less care of B","['care', 'doctor', '[MASK]', 'of', 'takes']"
10-original-asymmetric_conclusion,"A is B's doctor, so B takes less care of A","['takes', 'care', 'of']"
10-negation-original,"A is B's doctor, so A does not take less care of B","['take', 'care', 'doctor']"
10-negation-asymmetric_premise,"B is A's doctor, so A does not take more care of B","['care', 'does', 'take', 'of', 'so']"
10-negation-asymmetric_conclusion,"A is B's doctor, so B does not take more care of A","['care', '[MASK]', 'of']"
10-antonym-original,"A is B's doctor, so A takes less assistance from B","['assistance', 'from', 'takes', 'doctor']"
10-antonym-asymmetric_premise,"B is A's doctor, so A takes more assistance from B","['[MASK]', 'assistance', 'from']"
10-antonym-asymmetric_conclusion,"A is B's doctor, so B takes more assistance from A","['assistance', 'so', 'doctor']"
10-paraphrase-original,"A is B's doctor, so A provides more assistance towards B","['assistance', 'provides', 'doctor', 'towards', 'so']"
10-paraphrase-asymmetric_premise,"B is A's doctor, so A provides less assistance towards B","['provides', 'doctor', 'assistance', 'towards']"
10-paraphrase-asymmetric_conclusion,"A is B's doctor, so B provides less assistance towards A","['assistance', 'provides', 'doctor', 'towards']"
10-paraphrase_inversion-original,"A is B's doctor, so A requires less medical aid from B","['aid', 'medical', 'requires', 'doctor']"
10-paraphrase_inversion-asymmetric_premise,"B is A's doctor, so A requires more medical aid from B","['requires', 'medical', 'aid', 'doctor']"
10-paraphrase_inversion-asymmetric_conclusion,"A is B's doctor, so B requires more medical aid from A","['aid', 'requires', 'doctor', 'medical']"
10-negation_antonym-original,"A is B's doctor, so A does not take more assistance from B","['assistance', 'from', 'doctor']"
10-negation_antonym-asymmetric_premise,"B is A's doctor, so A does not take less assistance from B","['[MASK]', 'doctor', 'from', 'take', 'assistance']"
10-negation_antonym-asymmetric_conclusion,"A is B's doctor, so B does not take less assistance from A","['assistance', 'doctor']"
10-negation_paraphrase-original,"A is B's doctor, so A does not provide less assistance towards B","['towards', 'provide', 'assistance', 'so', '[MASK]']"
10-negation_paraphrase-asymmetric_premise,"B is A's doctor, so A does not provide more assistance towards B","['assistance', 'provide', 'towards', 'doctor']"
10-negation_paraphrase-asymmetric_conclusion,"A is B's doctor, so B does not provide more assistance towards A","['doctor', 'assistance', 'provide', 'towards', '[MASK]']"
10-negation_paraphrase_inversion-original,"A is B's doctor, so A does not require more medical aid from B","['medical', 'aid', 'doctor', 'does']"
10-negation_paraphrase_inversion-asymmetric_premise,"B is A's doctor, so A does not require less medical aid from B","['aid', 'medical', 'require', 'from']"
10-negation_paraphrase_inversion-asymmetric_conclusion,"A is B's doctor, so B does not require less medical aid from A","['require', 'medical']"
11-original-original,"A hurt B's feelings, so A must be more insensitive than B","['##ens', '##itive', 'must', 'be', 'than']"
11-original-asymmetric_premise,"B hurt A's feelings, so A must be less insensitive than B","['ins', 'must', 'so', '[MASK]']"
11-original-asymmetric_conclusion,"A hurt B's feelings, so B must be less insensitive than A","['than', '[MASK]', 'feelings', 'ins']"
11-negation-original,"A hurt B's feelings, so A must not be less insensitive than B","['must', '[MASK]', 'than', 'ins']"
11-negation-asymmetric_premise,"B hurt A's feelings, so A must not be more insensitive than B","['than', 'must', '##ens', '[MASK]']"
11-negation-asymmetric_conclusion,"A hurt B's feelings, so B must not be more insensitive than A","['[MASK]', '##itive', '##ens']"
11-antonym-original,"A hurt B's feelings, so A must be less thoughtful than B","['thoughtful', 'than', 'must']"
11-antonym-asymmetric_premise,"B hurt A's feelings, so A must be more thoughtful than B","['must', 'thoughtful', 'than', 'so']"
11-antonym-asymmetric_conclusion,"A hurt B's feelings, so B must be more thoughtful than A","['thoughtful', '[MASK]', 'be']"
11-paraphrase-original,"A hurt B's feelings, so A should be more selfish than B","['selfish', 'should', 'be', 'than', '[MASK]']"
11-paraphrase-asymmetric_premise,"B hurt A's feelings, so A should be less selfish than B","['selfish', 'be', 'should']"
11-paraphrase-asymmetric_conclusion,"A hurt B's feelings, so B should be less selfish than A","['selfish', 'should', 'than']"
11-paraphrase_inversion-original,"A hurt B's feelings, so A is less caring than B","['caring', 'than', 'is', 'so']"
11-paraphrase_inversion-asymmetric_premise,"B hurt A's feelings, so A is more caring than B","['caring', '[MASK]', 'than']"
11-paraphrase_inversion-asymmetric_conclusion,"A hurt B's feelings, so B is more caring than A","['caring', 'is', 'than']"
11-negation_antonym-original,"A hurt B's feelings, so A must not be more thoughtful than B","['[MASK]', 'thoughtful', 'must', 'than', 'not']"
11-negation_antonym-asymmetric_premise,"B hurt A's feelings, so A must not be less thoughtful than B","['must', 'thoughtful', '[MASK]', 'not']"
11-negation_antonym-asymmetric_conclusion,"A hurt B's feelings, so B must not be less thoughtful than A","['than', 'thoughtful']"
11-negation_paraphrase-original,"A hurt B's feelings, so A should not be less selfish than B","['should', 'than', '[MASK]', 'selfish']"
11-negation_paraphrase-asymmetric_premise,"B hurt A's feelings, so A should not be more selfish than B","['[MASK]', 'not', 'than', 'selfish']"
11-negation_paraphrase-asymmetric_conclusion,"A hurt B's feelings, so B should not be more selfish than A","['selfish', 'than', '[MASK]', 'should']"
11-negation_paraphrase_inversion-original,"A hurt B's feelings, so A is not more caring than B","['caring', '[MASK]', 'than', 'so']"
11-negation_paraphrase_inversion-asymmetric_premise,"B hurt A's feelings, so A is not less caring than B","['than', 'not', '[MASK]', 'caring']"
11-negation_paraphrase_inversion-asymmetric_conclusion,"A hurt B's feelings, so B is not less caring than A","['caring', '[MASK]']"
12-original-original,"A is B's priest, so A spends less time sinning than B","['spends', 'sin', 'than', 'time']"
12-original-asymmetric_premise,"B is A's priest, so A spends more time sinning than B","['spends', '##ning', 'so', 'time', 'than']"
12-original-asymmetric_conclusion,"A is B's priest, so B spends more time sinning than A","['spends', 'so', 'sin', '##ning']"
12-negation-original,"A is B's priest, so A does not spend more time sinning than B","['time', 'spend', 'sin']"
12-negation-asymmetric_premise,"B is A's priest, so A does not spend less time sinning than B","['than', '[MASK]', 'priest', 'spend']"
12-negation-asymmetric_conclusion,"A is B's priest, so B does not spend less time sinning than A","['[MASK]', 'does', 'spend', 'sin']"
12-antonym-original,"A is B's priest, so A spends more time praying than B","['time', 'than', 'so', 'spends', 'priest']"
12-antonym-asymmetric_premise,"B is A's priest, so A spends less time praying than B","['than', 'time', 'priest', 'spends']"
12-antonym-asymmetric_conclusion,"A is B's priest, so B spends less time praying than A","['so', 'praying', '[MASK]']"
12-paraphrase-original,"A is B's priest, so A is less likely to sin than B","['likely', 'sin', 'to']"
12-paraphrase-asymmetric_premise,"B is A's priest, so A is more likely to sin than B","['sin', 'likely', 'so']"
12-paraphrase-asymmetric_conclusion,"A is B's priest, so B is more likely to sin than A","['likely', 'is', 'sin']"
12-paraphrase_inversion-original,"A is B's priest, so A can be found praying more often than B","['often', 'praying', 'than', 'priest', '[MASK]']"
12-paraphrase_inversion-asymmetric_premise,"B is A's priest, so A can be found praying less often than B","['priest', 'praying', 'than']"
12-paraphrase_inversion-asymmetric_conclusion,"A is B's priest, so B can be found praying less often than A","['praying', 'priest', '[MASK]', 'often', 'than']"
12-negation_antonym-original,"A is B's priest, so A does not spend less time praying than B","['than', 'spend']"
12-negation_antonym-asymmetric_premise,"B is A's priest, so A does not spend more time praying than B","['spend', 'than', 'praying', '[MASK]', 'time']"
12-negation_antonym-asymmetric_conclusion,"A is B's priest, so B does not spend more time praying than A","['time', 'than', 'spend', '[MASK]', 'praying']"
12-negation_paraphrase-original,"A is B's priest, so A is not more likely to sin than B","['likely', 'than', '[MASK]', 'sin']"
12-negation_paraphrase-asymmetric_premise,"B is A's priest, so A is not less likely to sin than B","['likely', 'than', 'not', 'sin']"
12-negation_paraphrase-asymmetric_conclusion,"A is B's priest, so B is not less likely to sin than A","['likely', 'not', '[MASK]', 'than']"
12-negation_paraphrase_inversion-original,"A is B's priest, so A can not be found praying less often than B","['praying', '[MASK]', 'often', 'than']"
12-negation_paraphrase_inversion-asymmetric_premise,"B is A's priest, so A can not be found praying more often than B","['praying', '[MASK]', 'than', 'often']"
12-negation_paraphrase_inversion-asymmetric_conclusion,"A is B's priest, so B can not be found praying more often than A","['than', 'often', 'priest', 'praying']"
13-original-original,"A is B's lawyer, so A is less ignorant of the law than B","['than', 'ignorant', 'is']"
13-original-asymmetric_premise,"B is A's lawyer, so A is more ignorant of the law than B","['than', 'lawyer', 'of', 'ignorant']"
13-original-asymmetric_conclusion,"A is B's lawyer, so B is more ignorant of the law than A","['is', '[MASK]', 'ignorant', 'than']"
13-negation-original,"A is B's lawyer, so A is not more ignorant of the law than B","['[MASK]', 'than', 'not', 'is']"
13-negation-asymmetric_premise,"B is A's lawyer, so A is not less ignorant of the law than B","['than', '[MASK]', 'ignorant', 'not', 'law']"
13-negation-asymmetric_conclusion,"A is B's lawyer, so B is not less ignorant of the law than A","['than', 'ignorant']"
13-antonym-original,"A is B's lawyer, so A is more knowledgeable about law than B","['knowledge', 'about', 'than']"
13-antonym-asymmetric_premise,"B is A's lawyer, so A is less knowledgeable about law than B","['knowledge', '##able', 'than']"
13-antonym-asymmetric_conclusion,"A is B's lawyer, so B is less knowledgeable about law than A","['##able', 'knowledge', 'is', 'so']"
13-paraphrase-original,"A is B's lawyer, so A is less clueless about the law than B","['clue', 'than', 'so']"
13-paraphrase-asymmetric_premise,"B is A's lawyer, so A is more clueless about the law than B","['than', 'so', 'clue', 'is']"
13-paraphrase-asymmetric_conclusion,"A is B's lawyer, so B is more clueless about the law than A","['##less', 'clue']"
13-paraphrase_inversion-original,"A is B's lawyer, so A has studied the law better than B","['studied', 'than', 'the', 'law']"
13-paraphrase_inversion-asymmetric_premise,"B is A's lawyer, so A has studied the law worse than B","['studied', 'the', '[MASK]', 'than', 'lawyer']"
13-paraphrase_inversion-asymmetric_conclusion,"A is B's lawyer, so B has studied the law worse than A","['studied', 'than', 'law', '[MASK]']"
13-negation_antonym-original,"A is B's lawyer, so A is not less knowledgeable about law than B","['not', 'than', '[MASK]']"
13-negation_antonym-asymmetric_premise,"B is A's lawyer, so A is not more knowledgeable about law than B","['not', '##able', 'than', 'knowledge']"
13-negation_antonym-asymmetric_conclusion,"A is B's lawyer, so B is not more knowledgeable about law than A","['not', 'knowledge', '##able', 'than']"
13-negation_paraphrase-original,"A is B's lawyer, so A is not more clueless about the law than B","['clue', '##less', 'than', 'is', 'not']"
13-negation_paraphrase-asymmetric_premise,"B is A's lawyer, so A is not less clueless about the law than B","['is', 'not', 'clue', '[MASK]']"
13-negation_paraphrase-asymmetric_conclusion,"A is B's lawyer, so B is not less clueless about the law than A","['[MASK]', 'not', 'clue', '##less', 'than']"
13-negation_paraphrase_inversion-original,"A is B's lawyer, so A has not studied the law worse than B","['law', 'lawyer', 'than', 'not']"
13-negation_paraphrase_inversion-asymmetric_premise,"B is A's lawyer, so A has not studied the law better than B","['studied', 'lawyer', 'than']"
13-negation_paraphrase_inversion-asymmetric_conclusion,"A is B's lawyer, so B has not studied the law better than A",['studied']
14-original-original,"A has a lot less money than B, so A is less financially secure than B","['than', 'lot', 'secure']"
14-original-asymmetric_premise,"B has a lot less money than A, so A is more financially secure than B","['financially', 'secure', '[MASK]']"
14-original-asymmetric_conclusion,"A has a lot less money than B, so B is more financially secure than A","['financially', 'than', 'secure']"
14-negation-original,"A has a lot less money than B, so A is not more financially secure than B","['less', 'financially', 'than']"
14-negation-asymmetric_premise,"B has a lot less money than A, so A is not less financially secure than B","['financially', 'secure', 'than']"
14-negation-asymmetric_conclusion,"A has a lot less money than B, so B is not less financially secure than A","['than', 'not', '[MASK]']"
14-antonym-original,"A has a lot less money than B, so A is more financially unstable than B","['unstable', 'is', 'than', 'financially']"
14-antonym-asymmetric_premise,"B has a lot less money than A, so A is less financially unstable than B","['financially', 'unstable', 'so', 'is', '[MASK]']"
14-antonym-asymmetric_conclusion,"A has a lot less money than B, so B is less financially unstable than A","['financially', 'unstable', 'than']"
14-paraphrase-original,"A has a lot less money than B, so A has a worse ability to pay bills than B",['ability']
14-paraphrase-asymmetric_premise,"B has a lot less money than A, so A has a better ability to pay bills than B","['pay', 'less', 'bills', 'ability', 'has']"
14-paraphrase-asymmetric_conclusion,"A has a lot less money than B, so B has a better ability to pay bills than A","['ability', 'has', 'less']"
14-paraphrase_inversion-original,"A has a lot less money than B, so A worries more about bankruptcy than B","['worries', 'bankruptcy', '[MASK]']"
14-paraphrase_inversion-asymmetric_premise,"B has a lot less money than A, so A worries less about bankruptcy than B","['than', 'bankruptcy', 'worries', 'less']"
14-paraphrase_inversion-asymmetric_conclusion,"A has a lot less money than B, so B worries less about bankruptcy than A","['worries', 'than', '[MASK]']"
14-negation_antonym-original,"A has a lot less money than B, so A is not less financially unstable than B","['than', 'not', 'unstable']"
14-negation_antonym-asymmetric_premise,"B has a lot less money than A, so A is not more financially unstable than B","['unstable', 'financially', 'than']"
14-negation_antonym-asymmetric_conclusion,"A has a lot less money than B, so B is not more financially unstable than A","['not', 'financially', 'than', 'less']"
14-negation_paraphrase-original,"A has a lot less money than B, so A does not have a better ability to pay bills than B","['ability', '[MASK]']"
14-negation_paraphrase-asymmetric_premise,"B has a lot less money than A, so A does not have a worse ability to pay bills than B","['ability', 'does', 'less']"
14-negation_paraphrase-asymmetric_conclusion,"A has a lot less money than B, so B does not have a worse ability to pay bills than A","['less', 'lot']"
14-negation_paraphrase_inversion-original,"A has a lot less money than B, so A does not worry less about bankruptcy than B","['has', 'worry']"
14-negation_paraphrase_inversion-asymmetric_premise,"B has a lot less money than A, so A does not worry more about bankruptcy than B","['worry', '[MASK]', 'does', 'about']"
14-negation_paraphrase_inversion-asymmetric_conclusion,"A has a lot less money than B, so B does not worry more about bankruptcy than A","['worry', 'than', 'bankruptcy']"
15-original-original,"A watches more tv shows than B, so A is more capable of understanding pop-culture references than B","['capable', '[MASK]', 'understanding']"
15-original-asymmetric_premise,"B watches more tv shows than A, so A is less capable of understanding pop-culture references than B","['capable', '[MASK]', 'understanding', 'than']"
15-original-asymmetric_conclusion,"A watches more tv shows than B, so B is less capable of understanding pop-culture references than A","['capable', '[MASK]', 'references']"
15-negation-original,"A watches more tv shows than B, so A is not less capable of understanding pop-culture references than B","['not', 'capable', 'than']"
15-negation-asymmetric_premise,"B watches more tv shows than A, so A is not more capable of understanding pop-culture references than B","['not', 'more', 'than']"
15-negation-asymmetric_conclusion,"A watches more tv shows than B, so B is not more capable of understanding pop-culture references than A","['capable', 'so', 'than', 'understanding']"
15-antonym-original,"A watches more tv shows than B, so A is less unable to understand pop-culture references than B","['unable', '[MASK]', 'than']"
15-antonym-asymmetric_premise,"B watches more tv shows than A, so A is more unable to understand pop-culture references than B","['unable', 'than', 'references']"
15-antonym-asymmetric_conclusion,"A watches more tv shows than B, so B is more unable to understand pop-culture references than A","['unable', 'references', '[MASK]', 'than']"
15-paraphrase-original,"A watches more tv shows than B, so A has better knowledge about current pop-culture than B",['knowledge']
15-paraphrase-asymmetric_premise,"B watches more tv shows than A, so A has worse knowledge about current pop-culture than B","['has', 'knowledge']"
15-paraphrase-asymmetric_conclusion,"A watches more tv shows than B, so B has worse knowledge about current pop-culture than A","['than', 'has', '[MASK]', 'knowledge']"
15-paraphrase_inversion-original,"A watches more tv shows than B, so A is less ignorant about pop-culture than B","['ignorant', 'than']"
15-paraphrase_inversion-asymmetric_premise,"B watches more tv shows than A, so A is more ignorant about pop-culture than B","['ignorant', '[MASK]', 'so']"
15-paraphrase_inversion-asymmetric_conclusion,"A watches more tv shows than B, so B is more ignorant about pop-culture than A","['so', 'about', 'pop']"
15-negation_antonym-original,"A watches more tv shows than B, so A is not more unable to understand pop-culture references than B","['unable', 'not', 'more']"
15-negation_antonym-asymmetric_premise,"B watches more tv shows than A, so A is not less unable to understand pop-culture references than B","['more', 'unable', 'understand', 'references', 'than']"
15-negation_antonym-asymmetric_conclusion,"A watches more tv shows than B, so B is not less unable to understand pop-culture references than A","['not', 'unable']"
15-negation_paraphrase-original,"A watches more tv shows than B, so A does not have worse knowledge about current pop-culture than B","['than', 'knowledge', 'have']"
15-negation_paraphrase-asymmetric_premise,"B watches more tv shows than A, so A does not have better knowledge about current pop-culture than B","['[MASK]', 'knowledge', 'not', 'culture']"
15-negation_paraphrase-asymmetric_conclusion,"A watches more tv shows than B, so B does not have better knowledge about current pop-culture than A","['than', 'knowledge', '[MASK]']"
15-negation_paraphrase_inversion-original,"A watches more tv shows than B, so A is not more ignorant about pop-culture than B","['ignorant', 'so', 'more', '[MASK]', 'not']"
15-negation_paraphrase_inversion-asymmetric_premise,"B watches more tv shows than A, so A is not less ignorant about pop-culture than B","['than', 'ignorant', 'more']"
15-negation_paraphrase_inversion-asymmetric_conclusion,"A watches more tv shows than B, so B is not less ignorant about pop-culture than A","['[MASK]', 'than', 'about', 'ignorant']"
16-original-original,"A always loses to B in tennis, so A is a less proficient tennis player than B","['##ficient', 'pro', 'tennis', 'than', 'player']"
16-original-asymmetric_premise,"B always loses to A in tennis, so A is a more proficient tennis player than B","['##ficient', 'tennis', 'pro']"
16-original-asymmetric_conclusion,"A always loses to B in tennis, so B is a more proficient tennis player than A","['than', '##ficient', 'player']"
16-negation-original,"A always loses to B in tennis, so A is not a more proficient tennis not player than B","['[MASK]', '##ficient', 'pro']"
16-negation-asymmetric_premise,"B always loses to A in tennis, so A is not a less proficient tennis not player than B","['##ficient', '[MASK]', 'not', 'tennis']"
16-negation-asymmetric_conclusion,"A always loses to B in tennis, so B is not a less proficient tennis not player than A","['##ficient', 'not', 'tennis', 'than', '[MASK]', 'pro']"
16-antonym-original,"A always loses to B in tennis, so A is a more inadequate tennis player than B","['[MASK]', 'tennis', 'than', 'inadequate']"
16-antonym-asymmetric_premise,"B always loses to A in tennis, so A is a less inadequate tennis player than B","['than', '[MASK]', 'tennis', 'inadequate']"
16-antonym-asymmetric_conclusion,"A always loses to B in tennis, so B is a less inadequate tennis player than A",['inadequate']
16-paraphrase-original,"A always loses to B in tennis, so A has worse skills in tennis than B","['skills', 'tennis']"
16-paraphrase-asymmetric_premise,"B always loses to A in tennis, so A has better skills in tennis than B","['skills', 'so', '[MASK]', 'tennis']"
16-paraphrase-asymmetric_conclusion,"A always loses to B in tennis, so B has better skills in tennis than A","['skills', 'tennis']"
16-paraphrase_inversion-original,"A always loses to B in tennis, so A is more incompetent in tennis than B","['##pet', 'than', '##com']"
16-paraphrase_inversion-asymmetric_premise,"B always loses to A in tennis, so A is less incompetent in tennis than B","['##pet', '##ent']"
16-paraphrase_inversion-asymmetric_conclusion,"A always loses to B in tennis, so B is less incompetent in tennis than A","['##ent', '[MASK]', '##com', 'is']"
16-negation_antonym-original,"A always loses to B in tennis, so A is not a less inadequate tennis not player than B","['not', 'player', 'than', 'inadequate']"
16-negation_antonym-asymmetric_premise,"B always loses to A in tennis, so A is not a more inadequate tennis not player than B","['inadequate', 'tennis', '[MASK]', 'player', 'a', 'than']"
16-negation_antonym-asymmetric_conclusion,"A always loses to B in tennis, so B is not a more inadequate tennis not player than A","['inadequate', 'tennis', 'player']"
16-negation_paraphrase-original,"A always loses to B in tennis, so A has not better skills in tennis than B","['skills', 'than']"
16-negation_paraphrase-asymmetric_premise,"B always loses to A in tennis, so A has not worse skills in tennis than B","['has', 'skills', '[MASK]']"
16-negation_paraphrase-asymmetric_conclusion,"A always loses to B in tennis, so B has not worse skills in tennis than A","['skills', '[MASK]', 'tennis']"
16-negation_paraphrase_inversion-original,"A always loses to B in tennis, so A is not less incompetent in tennis not than B","['not', '##pet']"
16-negation_paraphrase_inversion-asymmetric_premise,"B always loses to A in tennis, so A is not more incompetent in tennis not than B",['not']
16-negation_paraphrase_inversion-asymmetric_conclusion,"A always loses to B in tennis, so B is not more incompetent in tennis not than A","['than', 'not']"
17-original-original,"A makes B late, so A has less reason to be annoyed at B","['reason', 'to', 'annoyed', 'has']"
17-original-asymmetric_premise,"B makes A late, so A has more reason to be annoyed at B","['has', '[MASK]', 'reason', 'to']"
17-original-asymmetric_conclusion,"A makes B late, so B has more reason to be annoyed at A","['annoyed', '[MASK]', 'reason', 'to']"
17-negation-original,"A makes B late, so A has not more reason to be annoyed at B","['reason', 'has', 'annoyed', 'not', '[MASK]']"
17-negation-asymmetric_premise,"B makes A late, so A has not less reason to be annoyed at B","['has', 'reason', '[MASK]']"
17-negation-asymmetric_conclusion,"A makes B late, so B has not less reason to be annoyed at A","['reason', 'not']"
17-antonym-original,"A makes B late, so A has more reason to be contrite towards B","['to', 'so', 'has']"
17-antonym-asymmetric_premise,"B makes A late, so A has less reason to be contrite towards B","['to', 'has', 'reason', 'towards']"
17-antonym-asymmetric_conclusion,"A makes B late, so B has less reason to be contrite towards A","['reason', '[MASK]', 'be']"
17-paraphrase-original,"A makes B late, so A should have a harder time being upset with B","['time', 'have', 'being']"
17-paraphrase-asymmetric_premise,"B makes A late, so A should have a easier time being upset with B","['have', 'being']"
17-paraphrase-asymmetric_conclusion,"A makes B late, so B should have a easier time being upset with A","['should', 'time', 'being', '[MASK]']"
17-paraphrase_inversion-original,"A makes B late, so A has more reason to be apologetic towards B","['reason', '[MASK]', 'to']"
17-paraphrase_inversion-asymmetric_premise,"B makes A late, so A has less reason to be apologetic towards B","['to', 'has', 'reason']"
17-paraphrase_inversion-asymmetric_conclusion,"A makes B late, so B has less reason to be apologetic towards A","['reason', 'to', 'so', '##pol']"
17-negation_antonym-original,"A makes B late, so A has not less reason to be contrite towards B","['reason', 'not', 'to']"
17-negation_antonym-asymmetric_premise,"B makes A late, so A has not more reason to be contrite towards B","['reason', 'to', 'towards', 'has']"
17-negation_antonym-asymmetric_conclusion,"A makes B late, so B has not more reason to be contrite towards A","['[MASK]', 'has', 'to']"
17-negation_paraphrase-original,"A makes B late, so A should not be have a easier time being upset with B","['[MASK]', 'should', 'being', 'time']"
17-negation_paraphrase-asymmetric_premise,"B makes A late, so A should not be have a harder time being upset with B",['should']
17-negation_paraphrase-asymmetric_conclusion,"A makes B late, so B should not be have a harder time being upset with A","['time', 'have', '[MASK]', 'being']"
17-negation_paraphrase_inversion-original,"A makes B late, so A has not less reason to be apologetic towards B","['reason', 'not', '[MASK]']"
17-negation_paraphrase_inversion-asymmetric_premise,"B makes A late, so A has not more reason to be apologetic towards B","['reason', 'has', '[MASK]', 'not']"
17-negation_paraphrase_inversion-asymmetric_conclusion,"A makes B late, so B has not more reason to be apologetic towards A","['not', 'has', '[MASK]', 'reason']"
18-original-original,"A is a better friend than B, so A is more thoughtful than B","['thoughtful', 'than', 'is']"
18-original-asymmetric_premise,"B is a better friend than A, so A is less thoughtful than B","['thoughtful', '[MASK]', 'than', 'better']"
18-original-asymmetric_conclusion,"A is a better friend than B, so B is less thoughtful than A","['thoughtful', 'than']"
18-negation-original,"A is a better friend than B, so A is not less thoughtful than B","['[MASK]', 'better', 'than']"
18-negation-asymmetric_premise,"B is a better friend than A, so A is not more thoughtful than B","['thoughtful', 'than', '[MASK]', 'better']"
18-negation-asymmetric_conclusion,"A is a better friend than B, so B is not more thoughtful than A","['thoughtful', 'than', '[MASK]', 'not']"
18-antonym-original,"A is a better friend than B, so A is less selfish than B","['selfish', 'than', '[MASK]', 'friend', 'is']"
18-antonym-asymmetric_premise,"B is a better friend than A, so A is more selfish than B","['selfish', '[MASK]', 'than']"
18-antonym-asymmetric_conclusion,"A is a better friend than B, so B is more selfish than A","['[MASK]', 'is', 'selfish', 'than']"
18-paraphrase-original,"A is a better friend than B, so A shows better care towards friends than B","['care', 'than', 'better', '[MASK]']"
18-paraphrase-asymmetric_premise,"B is a better friend than A, so A shows worse care towards friends than B","['care', 'towards', 'friends', 'better']"
18-paraphrase-asymmetric_conclusion,"A is a better friend than B, so B shows worse care towards friends than A","['towards', 'better', 'than', 'care']"
18-paraphrase_inversion-original,"A is a better friend than B, so A is less of a prick than B","['than', 'a', '##rick']"
18-paraphrase_inversion-asymmetric_premise,"B is a better friend than A, so A is more of a prick than B","['p', '##rick', '[MASK]', 'better']"
18-paraphrase_inversion-asymmetric_conclusion,"A is a better friend than B, so B is more of a prick than A","['##rick', '[MASK]', 'than']"
18-negation_antonym-original,"A is a better friend than B, so A is not more selfish than B","['[MASK]', 'than', 'selfish', 'better']"
18-negation_antonym-asymmetric_premise,"B is a better friend than A, so A is not less selfish than B","['better', 'than']"
18-negation_antonym-asymmetric_conclusion,"A is a better friend than B, so B is not less selfish than A","['selfish', 'than', 'better', 'is']"
18-negation_paraphrase-original,"A is a better friend than B, so A does not show worse care towards friends than B","['than', 'show', 'towards', 'care']"
18-negation_paraphrase-asymmetric_premise,"B is a better friend than A, so A does not show better care towards friends than B","['care', 'show', 'does', 'than']"
18-negation_paraphrase-asymmetric_conclusion,"A is a better friend than B, so B does not show better care towards friends than A","['care', 'show', 'towards', 'than']"
18-negation_paraphrase_inversion-original,"A is a better friend than B, so A is not more of a prick than B","['##rick', 'is', 'friend']"
18-negation_paraphrase_inversion-asymmetric_premise,"B is a better friend than A, so A is not less of a prick than B","['a', 'not', 'of', '##rick']"
18-negation_paraphrase_inversion-asymmetric_conclusion,"A is a better friend than B, so B is not less of a prick than A","['than', '[MASK]', '##rick', 'of']"
19-original-original,"A is B's teacher, so A should be more informed than B","['informed', 'be', 'should', '[MASK]']"
19-original-asymmetric_premise,"B is A's teacher, so A should be less informed than B","['be', '[MASK]', 'informed', 'teacher']"
19-original-asymmetric_conclusion,"A is B's teacher, so B should be less informed than A","['informed', 'teacher', 'be', 'is', '[MASK]']"
19-negation-original,"A is B's teacher, so A should not be less informed than B","['[MASK]', 'informed']"
19-negation-asymmetric_premise,"B is A's teacher, so A should not be more informed than B","['should', '[MASK]', 'teacher', 'be']"
19-negation-asymmetric_conclusion,"A is B's teacher, so B should not be more informed than A","['informed', 'than', '[MASK]']"
19-antonym-original,"A is B's teacher, so A should be less ignorant than B","['ignorant', '[MASK]']"
19-antonym-asymmetric_premise,"B is A's teacher, so A should be more ignorant than B","['ignorant', 'so', '[MASK]', 'than']"
19-antonym-asymmetric_conclusion,"A is B's teacher, so B should be more ignorant than A","['ignorant', 'than', 'should', '[MASK]']"
19-paraphrase-original,"A is B's teacher, so A should have a better understanding of the material than B","['understanding', 'teacher', 'material', '[MASK]']"
19-paraphrase-asymmetric_premise,"B is A's teacher, so A should have a worse understanding of the material than B","['should', 'material', 'understanding']"
19-paraphrase-asymmetric_conclusion,"A is B's teacher, so B should have a worse understanding of the material than A","['understanding', 'teacher', 'should', 'than']"
19-paraphrase_inversion-original,"A is B's teacher, so A is less unaware of the subject than B","['unaware', '[MASK]']"
19-paraphrase_inversion-asymmetric_premise,"B is A's teacher, so A is more unaware of the subject than B","['than', 'unaware', 'of', '[MASK]']"
19-paraphrase_inversion-asymmetric_conclusion,"A is B's teacher, so B is more unaware of the subject than A","['unaware', 'than', 'is', 'subject']"
19-negation_antonym-original,"A is B's teacher, so A should not be more ignorant than B",['ignorant']
19-negation_antonym-asymmetric_premise,"B is A's teacher, so A should not be less ignorant than B","['than', 'should', 'ignorant']"
19-negation_antonym-asymmetric_conclusion,"A is B's teacher, so B should not be less ignorant than A","['ignorant', '[MASK]', 'than', 'should']"
19-negation_paraphrase-original,"A is B's teacher, so A should not have a worse understanding of the material than B","['should', '[MASK]', 'understanding', 'material']"
19-negation_paraphrase-asymmetric_premise,"B is A's teacher, so A should not have a better understanding of the material than B","['material', 'a', 'should', 'understanding']"
19-negation_paraphrase-asymmetric_conclusion,"A is B's teacher, so B should not have a better understanding of the material than A","['understanding', 'not', 'material', '[MASK]']"
19-negation_paraphrase_inversion-original,"A is B's teacher, so A is not more unaware of the subject than B","['unaware', 'not', '[MASK]', 'than']"
19-negation_paraphrase_inversion-asymmetric_premise,"B is A's teacher, so A is not less unaware of the subject than B","['than', 'not', '[MASK]', 'unaware']"
