perturbation,sentence,helpful_words
11-negation_antonym-original,"A hurt B's feelings, so A must not be more thoughtful than B","['thoughtful', 'not']"
11-negation_antonym-asymmetric_premise,"B hurt A's feelings, so A must not be less thoughtful than B","['must', 'thoughtful', '[MASK]']"
11-negation_antonym-asymmetric_conclusion,"A hurt B's feelings, so B must not be less thoughtful than A",['thoughtful']
11-negation_paraphrase-original,"A hurt B's feelings, so A should not be less selfish than B","['should', 'than', 'selfish']"
11-negation_paraphrase-asymmetric_premise,"B hurt A's feelings, so A should not be more selfish than B","['[MASK]', 'than', 'selfish']"
11-negation_paraphrase-asymmetric_conclusion,"A hurt B's feelings, so B should not be more selfish than A","['selfish', 'than', '[MASK]']"
11-negation_paraphrase_inversion-original,"A hurt B's feelings, so A is not more caring than B","['caring', '[MASK]']"
11-negation_paraphrase_inversion-asymmetric_premise,"B hurt A's feelings, so A is not less caring than B","['not', 'caring']"
11-negation_paraphrase_inversion-asymmetric_conclusion,"A hurt B's feelings, so B is not less caring than A",['caring']
12-original-original,"A is B's priest, so A spends less time sinning than B","['spends', 'sin']"
12-original-asymmetric_premise,"B is A's priest, so A spends more time sinning than B","['time', 'than']"
12-original-asymmetric_conclusion,"A is B's priest, so B spends more time sinning than A",['sin']
12-negation-original,"A is B's priest, so A does not spend more time sinning than B","['time', 'spend']"
12-negation-asymmetric_premise,"B is A's priest, so A does not spend less time sinning than B",['spend']
12-negation-asymmetric_conclusion,"A is B's priest, so B does not spend less time sinning than A","['spend', 'sin']"
12-antonym-original,"A is B's priest, so A spends more time praying than B","['time', 'than']"
12-antonym-asymmetric_premise,"B is A's priest, so A spends less time praying than B","['than', 'time', 'spends']"
12-antonym-asymmetric_conclusion,"A is B's priest, so B spends less time praying than A",['[MASK]']
12-paraphrase-original,"A is B's priest, so A is less likely to sin than B","['likely', 'sin', 'to']"
12-paraphrase-asymmetric_premise,"B is A's priest, so A is more likely to sin than B","['sin', 'likely']"
12-paraphrase-asymmetric_conclusion,"A is B's priest, so B is more likely to sin than A","['likely', 'sin']"
12-paraphrase_inversion-original,"A is B's priest, so A can be found praying more often than B","['often', 'praying', '[MASK]']"
12-paraphrase_inversion-asymmetric_premise,"B is A's priest, so A can be found praying less often than B","['priest', 'praying', 'than']"
12-paraphrase_inversion-asymmetric_conclusion,"A is B's priest, so B can be found praying less often than A","['praying', 'priest']"
12-negation_antonym-original,"A is B's priest, so A does not spend less time praying than B",[]
12-negation_antonym-asymmetric_premise,"B is A's priest, so A does not spend more time praying than B","['spend', 'than']"
12-negation_antonym-asymmetric_conclusion,"A is B's priest, so B does not spend more time praying than A","['time', 'spend']"
12-negation_paraphrase-original,"A is B's priest, so A is not more likely to sin than B","['likely', 'than']"
12-negation_paraphrase-asymmetric_premise,"B is A's priest, so A is not less likely to sin than B","['likely', 'not', 'sin']"
12-negation_paraphrase-asymmetric_conclusion,"A is B's priest, so B is not less likely to sin than A","['likely', 'not', 'than']"
12-negation_paraphrase_inversion-original,"A is B's priest, so A can not be found praying less often than B","['praying', 'often']"
12-negation_paraphrase_inversion-asymmetric_premise,"B is A's priest, so A can not be found praying more often than B","['praying', 'often']"
12-negation_paraphrase_inversion-asymmetric_conclusion,"A is B's priest, so B can not be found praying more often than A","['than', 'priest', 'praying']"
13-original-original,"A is B's lawyer, so A is less ignorant of the law than B","['than', 'ignorant']"
13-original-asymmetric_premise,"B is A's lawyer, so A is more ignorant of the law than B","['than', 'lawyer', 'ignorant']"
13-original-asymmetric_conclusion,"A is B's lawyer, so B is more ignorant of the law than A",['ignorant']
13-negation-original,"A is B's lawyer, so A is not more ignorant of the law than B",[]
13-negation-asymmetric_premise,"B is A's lawyer, so A is not less ignorant of the law than B","['[MASK]', 'ignorant', 'not']"
13-negation-asymmetric_conclusion,"A is B's lawyer, so B is not less ignorant of the law than A","['than', 'ignorant']"
13-antonym-original,"A is B's lawyer, so A is more knowledgeable about law than B","['knowledge', 'than']"
13-antonym-asymmetric_premise,"B is A's lawyer, so A is less knowledgeable about law than B","['knowledge', 'than']"
13-antonym-asymmetric_conclusion,"A is B's lawyer, so B is less knowledgeable about law than A","['##able', 'knowledge', 'so']"
13-paraphrase-original,"A is B's lawyer, so A is less clueless about the law than B","['clue', 'than']"
13-paraphrase-asymmetric_premise,"B is A's lawyer, so A is more clueless about the law than B","['than', 'clue']"
13-paraphrase-asymmetric_conclusion,"A is B's lawyer, so B is more clueless about the law than A","['##less', 'clue']"
13-paraphrase_inversion-original,"A is B's lawyer, so A has studied the law better than B","['studied', 'than', 'law']"
13-paraphrase_inversion-asymmetric_premise,"B is A's lawyer, so A has studied the law worse than B","['studied', '[MASK]', 'than']"
13-paraphrase_inversion-asymmetric_conclusion,"A is B's lawyer, so B has studied the law worse than A","['studied', 'law']"
13-negation_antonym-original,"A is B's lawyer, so A is not less knowledgeable about law than B","['not', '[MASK]']"
13-negation_antonym-asymmetric_premise,"B is A's lawyer, so A is not more knowledgeable about law than B","['not', 'knowledge']"
13-negation_antonym-asymmetric_conclusion,"A is B's lawyer, so B is not more knowledgeable about law than A","['not', 'knowledge', 'than']"
13-negation_paraphrase-original,"A is B's lawyer, so A is not more clueless about the law than B","['clue', '##less']"
13-negation_paraphrase-asymmetric_premise,"B is A's lawyer, so A is not less clueless about the law than B","['is', 'clue']"
13-negation_paraphrase-asymmetric_conclusion,"A is B's lawyer, so B is not less clueless about the law than A","['not', 'than']"
13-negation_paraphrase_inversion-original,"A is B's lawyer, so A has not studied the law worse than B","['law', 'than']"
13-negation_paraphrase_inversion-asymmetric_premise,"B is A's lawyer, so A has not studied the law better than B","['studied', 'than']"
13-negation_paraphrase_inversion-asymmetric_conclusion,"A is B's lawyer, so B has not studied the law better than A",['studied']
14-original-original,"A has a lot less money than B, so A is less financially secure than B","['than', 'secure']"
14-original-asymmetric_premise,"B has a lot less money than A, so A is more financially secure than B","['financially', 'secure']"
14-original-asymmetric_conclusion,"A has a lot less money than B, so B is more financially secure than A",['secure']
14-negation-original,"A has a lot less money than B, so A is not more financially secure than B",['less']
14-negation-asymmetric_premise,"B has a lot less money than A, so A is not less financially secure than B","['financially', 'secure']"
14-negation-asymmetric_conclusion,"A has a lot less money than B, so B is not less financially secure than A","['than', 'not']"
14-antonym-original,"A has a lot less money than B, so A is more financially unstable than B","['unstable', 'than']"
14-antonym-asymmetric_premise,"B has a lot less money than A, so A is less financially unstable than B","['financially', 'unstable']"
14-antonym-asymmetric_conclusion,"A has a lot less money than B, so B is less financially unstable than A","['financially', 'unstable']"
14-paraphrase-original,"A has a lot less money than B, so A has a worse ability to pay bills than B",['ability']
14-paraphrase-asymmetric_premise,"B has a lot less money than A, so A has a better ability to pay bills than B","['less', 'bills']"
14-paraphrase-asymmetric_conclusion,"A has a lot less money than B, so B has a better ability to pay bills than A","['ability', 'less']"
14-paraphrase_inversion-original,"A has a lot less money than B, so A worries more about bankruptcy than B",['worries']
14-paraphrase_inversion-asymmetric_premise,"B has a lot less money than A, so A worries less about bankruptcy than B","['than', 'worries']"
14-paraphrase_inversion-asymmetric_conclusion,"A has a lot less money than B, so B worries less about bankruptcy than A",['worries']
14-negation_antonym-original,"A has a lot less money than B, so A is not less financially unstable than B","['than', 'not']"
14-negation_antonym-asymmetric_premise,"B has a lot less money than A, so A is not more financially unstable than B","['unstable', 'financially', 'than']"
14-negation_antonym-asymmetric_conclusion,"A has a lot less money than B, so B is not more financially unstable than A","['not', 'financially', 'than']"
14-negation_paraphrase-original,"A has a lot less money than B, so A does not have a better ability to pay bills than B",['ability']
14-negation_paraphrase-asymmetric_premise,"B has a lot less money than A, so A does not have a worse ability to pay bills than B",['ability']
14-negation_paraphrase-asymmetric_conclusion,"A has a lot less money than B, so B does not have a worse ability to pay bills than A","['less', 'lot']"
14-negation_paraphrase_inversion-original,"A has a lot less money than B, so A does not worry less about bankruptcy than B",['worry']
14-negation_paraphrase_inversion-asymmetric_premise,"B has a lot less money than A, so A does not worry more about bankruptcy than B","['[MASK]', 'does', 'about']"
14-negation_paraphrase_inversion-asymmetric_conclusion,"A has a lot less money than B, so B does not worry more about bankruptcy than A",['worry']
15-original-original,"A watches more tv shows than B, so A is more capable of understanding pop-culture references than B","['capable', '[MASK]']"
15-original-asymmetric_premise,"B watches more tv shows than A, so A is less capable of understanding pop-culture references than B","['capable', '[MASK]']"
15-original-asymmetric_conclusion,"A watches more tv shows than B, so B is less capable of understanding pop-culture references than A",['capable']
15-negation-original,"A watches more tv shows than B, so A is not less capable of understanding pop-culture references than B","['not', 'capable', 'than']"
15-negation-asymmetric_premise,"B watches more tv shows than A, so A is not more capable of understanding pop-culture references than B","['not', 'than']"
15-negation-asymmetric_conclusion,"A watches more tv shows than B, so B is not more capable of understanding pop-culture references than A",['capable']
15-antonym-original,"A watches more tv shows than B, so A is less unable to understand pop-culture references than B",['unable']
15-antonym-asymmetric_premise,"B watches more tv shows than A, so A is more unable to understand pop-culture references than B","['unable', 'than']"
15-antonym-asymmetric_conclusion,"A watches more tv shows than B, so B is more unable to understand pop-culture references than A","['unable', 'than']"
15-paraphrase-original,"A watches more tv shows than B, so A has better knowledge about current pop-culture than B",['knowledge']
15-paraphrase-asymmetric_premise,"B watches more tv shows than A, so A has worse knowledge about current pop-culture than B",['knowledge']
15-paraphrase-asymmetric_conclusion,"A watches more tv shows than B, so B has worse knowledge about current pop-culture than A",['[MASK]']
15-paraphrase_inversion-original,"A watches more tv shows than B, so A is less ignorant about pop-culture than B","['ignorant', 'than']"
15-paraphrase_inversion-asymmetric_premise,"B watches more tv shows than A, so A is more ignorant about pop-culture than B",['ignorant']
15-paraphrase_inversion-asymmetric_conclusion,"A watches more tv shows than B, so B is more ignorant about pop-culture than A",[]
15-negation_antonym-original,"A watches more tv shows than B, so A is not more unable to understand pop-culture references than B","['unable', 'not']"
15-negation_antonym-asymmetric_premise,"B watches more tv shows than A, so A is not less unable to understand pop-culture references than B","['understand', 'than']"
15-negation_antonym-asymmetric_conclusion,"A watches more tv shows than B, so B is not less unable to understand pop-culture references than A","['not', 'unable']"
15-negation_paraphrase-original,"A watches more tv shows than B, so A does not have worse knowledge about current pop-culture than B",['knowledge']
15-negation_paraphrase-asymmetric_premise,"B watches more tv shows than A, so A does not have better knowledge about current pop-culture than B","['[MASK]', 'knowledge']"
15-negation_paraphrase-asymmetric_conclusion,"A watches more tv shows than B, so B does not have better knowledge about current pop-culture than A","['than', '[MASK]']"
15-negation_paraphrase_inversion-original,"A watches more tv shows than B, so A is not more ignorant about pop-culture than B","['ignorant', '[MASK]']"
15-negation_paraphrase_inversion-asymmetric_premise,"B watches more tv shows than A, so A is not less ignorant about pop-culture than B","['than', 'ignorant']"
15-negation_paraphrase_inversion-asymmetric_conclusion,"A watches more tv shows than B, so B is not less ignorant about pop-culture than A","['than', 'ignorant']"
16-original-original,"A always loses to B in tennis, so A is a less proficient tennis player than B","['##ficient', 'pro']"
16-original-asymmetric_premise,"B always loses to A in tennis, so A is a more proficient tennis player than B","['##ficient', 'pro']"
16-original-asymmetric_conclusion,"A always loses to B in tennis, so B is a more proficient tennis player than A",['##ficient']
16-negation-original,"A always loses to B in tennis, so A is not a more proficient tennis not player than B","['[MASK]', '##ficient', 'pro']"
16-negation-asymmetric_premise,"B always loses to A in tennis, so A is not a less proficient tennis not player than B","['##ficient', 'tennis']"
16-negation-asymmetric_conclusion,"A always loses to B in tennis, so B is not a less proficient tennis not player than A","['##ficient', 'not', 'than']"
16-antonym-original,"A always loses to B in tennis, so A is a more inadequate tennis player than B",['inadequate']
16-antonym-asymmetric_premise,"B always loses to A in tennis, so A is a less inadequate tennis player than B",['inadequate']
16-antonym-asymmetric_conclusion,"A always loses to B in tennis, so B is a less inadequate tennis player than A",['inadequate']
16-paraphrase-original,"A always loses to B in tennis, so A has worse skills in tennis than B","['skills', 'tennis']"
16-paraphrase-asymmetric_premise,"B always loses to A in tennis, so A has better skills in tennis than B",['skills']
16-paraphrase-asymmetric_conclusion,"A always loses to B in tennis, so B has better skills in tennis than A",['tennis']
16-paraphrase_inversion-original,"A always loses to B in tennis, so A is more incompetent in tennis than B","['##pet', 'than', '##com']"
16-paraphrase_inversion-asymmetric_premise,"B always loses to A in tennis, so A is less incompetent in tennis than B",['##pet']
16-paraphrase_inversion-asymmetric_conclusion,"A always loses to B in tennis, so B is less incompetent in tennis than A","['##ent', '[MASK]']"
16-negation_antonym-original,"A always loses to B in tennis, so A is not a less inadequate tennis not player than B","['not', 'player', 'inadequate']"
16-negation_antonym-asymmetric_premise,"B always loses to A in tennis, so A is not a more inadequate tennis not player than B","['inadequate', '[MASK]', 'player']"
16-negation_antonym-asymmetric_conclusion,"A always loses to B in tennis, so B is not a more inadequate tennis not player than A",['inadequate']
16-negation_paraphrase-original,"A always loses to B in tennis, so A has not better skills in tennis than B",['skills']
16-negation_paraphrase-asymmetric_premise,"B always loses to A in tennis, so A has not worse skills in tennis than B","['has', 'skills']"
16-negation_paraphrase-asymmetric_conclusion,"A always loses to B in tennis, so B has not worse skills in tennis than A",['skills']
16-negation_paraphrase_inversion-original,"A always loses to B in tennis, so A is not less incompetent in tennis not than B","['not', '##pet']"
16-negation_paraphrase_inversion-asymmetric_premise,"B always loses to A in tennis, so A is not more incompetent in tennis not than B",[]
16-negation_paraphrase_inversion-asymmetric_conclusion,"A always loses to B in tennis, so B is not more incompetent in tennis not than A","['than', 'not']"
17-original-original,"A makes B late, so A has less reason to be annoyed at B","['reason', 'to', 'annoyed']"
17-original-asymmetric_premise,"B makes A late, so A has more reason to be annoyed at B","['has', '[MASK]', 'reason', 'to']"
17-original-asymmetric_conclusion,"A makes B late, so B has more reason to be annoyed at A","['annoyed', 'to', 'reason']"
17-negation-original,"A makes B late, so A has not more reason to be annoyed at B","['reason', 'has', 'not', '[MASK]']"
17-negation-asymmetric_premise,"B makes A late, so A has not less reason to be annoyed at B",['reason']
17-negation-asymmetric_conclusion,"A makes B late, so B has not less reason to be annoyed at A",['reason']
17-antonym-original,"A makes B late, so A has more reason to be contrite towards B",['to']
17-antonym-asymmetric_premise,"B makes A late, so A has less reason to be contrite towards B","['to', 'has', 'reason']"
17-antonym-asymmetric_conclusion,"A makes B late, so B has less reason to be contrite towards A","['reason', '[MASK]']"
17-paraphrase-original,"A makes B late, so A should have a harder time being upset with B","['time', 'have']"
17-paraphrase-asymmetric_premise,"B makes A late, so A should have a easier time being upset with B",['being']
17-paraphrase-asymmetric_conclusion,"A makes B late, so B should have a easier time being upset with A","['should', 'time']"
17-paraphrase_inversion-original,"A makes B late, so A has more reason to be apologetic towards B","['to', '[MASK]']"
17-paraphrase_inversion-asymmetric_premise,"B makes A late, so A has less reason to be apologetic towards B","['to', 'reason']"
17-paraphrase_inversion-asymmetric_conclusion,"A makes B late, so B has less reason to be apologetic towards A",['reason']
17-negation_antonym-original,"A makes B late, so A has not less reason to be contrite towards B","['reason', 'not']"
17-negation_antonym-asymmetric_premise,"B makes A late, so A has not more reason to be contrite towards B","['reason', 'has']"
17-negation_antonym-asymmetric_conclusion,"A makes B late, so B has not more reason to be contrite towards A","['[MASK]', 'has']"
17-negation_paraphrase-original,"A makes B late, so A should not be have a easier time being upset with B","['[MASK]', 'being', 'time']"
17-negation_paraphrase-asymmetric_premise,"B makes A late, so A should not be have a harder time being upset with B",['should']
17-negation_paraphrase-asymmetric_conclusion,"A makes B late, so B should not be have a harder time being upset with A","['time', 'have', '[MASK]']"
17-negation_paraphrase_inversion-original,"A makes B late, so A has not less reason to be apologetic towards B","['reason', 'not']"
17-negation_paraphrase_inversion-asymmetric_premise,"B makes A late, so A has not more reason to be apologetic towards B","['reason', 'has']"
17-negation_paraphrase_inversion-asymmetric_conclusion,"A makes B late, so B has not more reason to be apologetic towards A","['not', 'has', 'reason']"
18-original-original,"A is a better friend than B, so A is more thoughtful than B","['thoughtful', 'than']"
18-original-asymmetric_premise,"B is a better friend than A, so A is less thoughtful than B","['thoughtful', 'than']"
18-original-asymmetric_conclusion,"A is a better friend than B, so B is less thoughtful than A",['thoughtful']
18-negation-original,"A is a better friend than B, so A is not less thoughtful than B","['[MASK]', 'better', 'than']"
18-negation-asymmetric_premise,"B is a better friend than A, so A is not more thoughtful than B","['thoughtful', 'than', '[MASK]']"
18-negation-asymmetric_conclusion,"A is a better friend than B, so B is not more thoughtful than A","['thoughtful', 'than']"
18-antonym-original,"A is a better friend than B, so A is less selfish than B","['selfish', 'than']"
18-antonym-asymmetric_premise,"B is a better friend than A, so A is more selfish than B","['selfish', '[MASK]', 'than']"
18-antonym-asymmetric_conclusion,"A is a better friend than B, so B is more selfish than A","['[MASK]', 'selfish']"
18-paraphrase-original,"A is a better friend than B, so A shows better care towards friends than B","['care', 'than']"
18-paraphrase-asymmetric_premise,"B is a better friend than A, so A shows worse care towards friends than B",['care']
18-paraphrase-asymmetric_conclusion,"A is a better friend than B, so B shows worse care towards friends than A","['towards', 'care']"
18-paraphrase_inversion-original,"A is a better friend than B, so A is less of a prick than B","['than', '##rick']"
18-paraphrase_inversion-asymmetric_premise,"B is a better friend than A, so A is more of a prick than B","['##rick', '[MASK]']"
18-paraphrase_inversion-asymmetric_conclusion,"A is a better friend than B, so B is more of a prick than A","['##rick', 'than']"
18-negation_antonym-original,"A is a better friend than B, so A is not more selfish than B","['[MASK]', 'than', 'better']"
18-negation_antonym-asymmetric_premise,"B is a better friend than A, so A is not less selfish than B",['better']
18-negation_antonym-asymmetric_conclusion,"A is a better friend than B, so B is not less selfish than A","['selfish', 'than']"
18-negation_paraphrase-original,"A is a better friend than B, so A does not show worse care towards friends than B","['than', 'care']"
18-negation_paraphrase-asymmetric_premise,"B is a better friend than A, so A does not show better care towards friends than B","['care', 'does', 'than']"
18-negation_paraphrase-asymmetric_conclusion,"A is a better friend than B, so B does not show better care towards friends than A","['care', 'show', 'towards']"
18-negation_paraphrase_inversion-original,"A is a better friend than B, so A is not more of a prick than B",['##rick']
18-negation_paraphrase_inversion-asymmetric_premise,"B is a better friend than A, so A is not less of a prick than B",['not']
18-negation_paraphrase_inversion-asymmetric_conclusion,"A is a better friend than B, so B is not less of a prick than A",['than']
19-original-original,"A is B's teacher, so A should be more informed than B",['informed']
19-original-asymmetric_premise,"B is A's teacher, so A should be less informed than B","['be', 'informed']"
19-original-asymmetric_conclusion,"A is B's teacher, so B should be less informed than A",['informed']
19-negation-original,"A is B's teacher, so A should not be less informed than B","['[MASK]', 'informed']"
19-negation-asymmetric_premise,"B is A's teacher, so A should not be more informed than B","['should', 'teacher']"
19-negation-asymmetric_conclusion,"A is B's teacher, so B should not be more informed than A",['informed']
19-antonym-original,"A is B's teacher, so A should be less ignorant than B","['ignorant', '[MASK]']"
19-antonym-asymmetric_premise,"B is A's teacher, so A should be more ignorant than B","['ignorant', '[MASK]']"
19-antonym-asymmetric_conclusion,"A is B's teacher, so B should be more ignorant than A","['ignorant', 'than', 'should', '[MASK]']"
19-paraphrase-original,"A is B's teacher, so A should have a better understanding of the material than B","['understanding', 'material', 'teacher']"
19-paraphrase-asymmetric_premise,"B is A's teacher, so A should have a worse understanding of the material than B",['understanding']
19-paraphrase-asymmetric_conclusion,"A is B's teacher, so B should have a worse understanding of the material than A","['understanding', 'teacher', 'should']"
19-paraphrase_inversion-original,"A is B's teacher, so A is less unaware of the subject than B","['unaware', '[MASK]']"
19-paraphrase_inversion-asymmetric_premise,"B is A's teacher, so A is more unaware of the subject than B",['unaware']
19-paraphrase_inversion-asymmetric_conclusion,"A is B's teacher, so B is more unaware of the subject than A","['unaware', 'than']"
19-negation_antonym-original,"A is B's teacher, so A should not be more ignorant than B",['ignorant']
19-negation_antonym-asymmetric_premise,"B is A's teacher, so A should not be less ignorant than B","['than', 'should', 'ignorant']"
19-negation_antonym-asymmetric_conclusion,"A is B's teacher, so B should not be less ignorant than A","['ignorant', '[MASK]', 'should']"
19-negation_paraphrase-original,"A is B's teacher, so A should not have a worse understanding of the material than B","['should', 'understanding']"
19-negation_paraphrase-asymmetric_premise,"B is A's teacher, so A should not have a better understanding of the material than B","['material', 'understanding']"
19-negation_paraphrase-asymmetric_conclusion,"A is B's teacher, so B should not have a better understanding of the material than A",['understanding']
19-negation_paraphrase_inversion-original,"A is B's teacher, so A is not more unaware of the subject than B","['not', '[MASK]', 'than']"
19-negation_paraphrase_inversion-asymmetric_premise,"B is A's teacher, so A is not less unaware of the subject than B","['than', 'not']"
19-negation_paraphrase_inversion-asymmetric_conclusion,"A is B's teacher, so B is not less unaware of the subject than A","['unaware', 'than']"
